indice,canal,tensao
80000,0,1.629951
80001,1,1.629954
80002,2,1.629978
80003,3,1.624475
80004,4,1.624470
80005,5,1.624461
80006,6,1.622541
80007,7,1.622514
80008,0,1.629992
80009,1,1.630011
80010,2,1.630031
80011,3,1.624513
80012,4,1.624464
80013,5,1.624466
80014,6,1.622521
80015,7,1.622484
80016,0,1.629978
80017,1,1.629989
80018,2,1.629980
80019,3,1.624480
80020,4,1.624467
80021,5,1.624483
80022,6,1.622539
80023,7,1.622527
80024,0,1.630024
80025,1,1.630022
80026,2,1.629988
80027,3,1.624466
80028,4,1.624427
80029,5,1.624424
80030,6,1.622521
80031,7,1.622517
80032,0,1.630000
80033,1,1.629984
80034,2,1.629980
80035,3,1.624484
80036,4,1.624473
80037,5,1.624500
80038,6,1.622578
80039,7,1.622552
80040,0,1.629984
80041,1,1.629966
80042,2,1.629962
80043,3,1.624463
80044,4,1.624456
80045,5,1.624482
80046,6,1.622550
80047,7,1.622515
80048,0,1.629984
80049,1,1.630015
80050,2,1.630012
80051,3,1.624510
80052,4,1.624507
80053,5,1.624488
80054,6,1.622556
80055,7,1.622514
80056,0,1.629953
80057,1,1.629973
80058,2,1.630000
80059,3,1.624489
80060,4,1.624488
80061,5,1.624467
80062,6,1.622562
80063,7,1.622531
80064,0,1.630007
80065,1,1.630040
80066,2,1.630026
80067,3,1.624492
80068,4,1.624477
80069,5,1.624465
80070,6,1.622505
80071,7,1.622497
80072,0,1.629981
80073,1,1.629993
80074,2,1.629992
80075,3,1.624502
80076,4,1.624494
80077,5,1.624482
80078,6,1.622565
80079,7,1.622582
80080,0,1.630036
80081,1,1.630024
80082,2,1.629997
80083,3,1.624491
80084,4,1.624442
80085,5,1.624452
80086,6,1.622555
80087,7,1.622521
80088,0,1.630000
80089,1,1.629987
80090,2,1.630010
80091,3,1.624500
80092,4,1.624499
80093,5,1.624525
80094,6,1.622587
80095,7,1.622548
80096,0,1.629998
80097,1,1.629977
80098,2,1.629976
80099,3,1.624476
80100,4,1.624490
