indice,canal,tensao
160000,0,1.630135
160001,1,1.630180
160002,2,1.630191
160003,3,1.624670
160004,4,1.624666
160005,5,1.624649
160006,6,1.622755
160007,7,1.622724
160008,0,1.630213
160009,1,1.630207
160010,2,1.630199
160011,3,1.624650
160012,4,1.624660
160013,5,1.624618
160014,6,1.622704
160015,7,1.622701
160016,0,1.630169
160017,1,1.630195
160018,2,1.630195
160019,3,1.624670
160020,4,1.624662
160021,5,1.624666
160022,6,1.622790
160023,7,1.622735
160024,0,1.630189
160025,1,1.630192
160026,2,1.630164
160027,3,1.624629
160028,4,1.624650
160029,5,1.624640
160030,6,1.622726
160031,7,1.622713
160032,0,1.630191
160033,1,1.630170
160034,2,1.630175
160035,3,1.624671
160036,4,1.624707
160037,5,1.624681
160038,6,1.622718
160039,7,1.622687
160040,0,1.630150
160041,1,1.630121
160042,2,1.630152
160043,3,1.624678
160044,4,1.624647
160045,5,1.624655
160046,6,1.622732
160047,7,1.622714
160048,0,1.630175
160049,1,1.630197
160050,2,1.630206
160051,3,1.624678
160052,4,1.624647
160053,5,1.624647
160054,6,1.622713
160055,7,1.622656
160056,0,1.630171
160057,1,1.630174
160058,2,1.630174
160059,3,1.624662
160060,4,1.624669
160061,5,1.624652
160062,6,1.622738
160063,7,1.622720
160064,0,1.630202
160065,1,1.630207
160066,2,1.630183
160067,3,1.624663
160068,4,1.624635
160069,5,1.624621
160070,6,1.622720
160071,7,1.622696
160072,0,1.630183
160073,1,1.630179
160074,2,1.630166
160075,3,1.624665
160076,4,1.624663
160077,5,1.624673
160078,6,1.622769
160079,7,1.622709
160080,0,1.630170
160081,1,1.630157
160082,2,1.630133
160083,3,1.624655
160084,4,1.624635
160085,5,1.624645
160086,6,1.622734
160087,7,1.622682
160088,0,1.630172
160089,1,1.630176
160090,2,1.630179
160091,3,1.624702
160092,4,1.624688
160093,5,1.624679
160094,6,1.622741
160095,7,1.622679
160096,0,1.630132
160097,1,1.630162
160098,2,1.630177
160099,3,1.624669
160100,4,1.624670
160101,5,1.624650
160102,6,1.622729
160103,7,1.622715
160104,0,1.630176
160105,1,1.630231
160106,2,1.630206
160107,3,1.624677
160108,4,1.624660
160109,5,1.624644
160110,6,1.622691
