indice,canal,tensao
240000,0,1.630252
240001,1,1.630245
240002,2,1.630172
240003,3,1.624808
240004,4,1.624748
240005,5,1.624700
240006,6,1.622751
240007,7,1.622849
240008,0,1.630158
240009,1,1.630276
240010,2,1.630326
240011,3,1.624708
240012,4,1.624688
240013,5,1.624752
240014,6,1.622881
240015,7,1.622748
240016,0,1.630357
240017,1,1.630283
240018,2,1.630415
240019,3,1.624682
240020,4,1.624655
240021,5,1.624668
240022,6,1.622679
240023,7,1.622736
240024,0,1.630253
240025,1,1.630278
240026,2,1.630229
240027,3,1.624684
240028,4,1.624635
240029,5,1.624723
240030,6,1.622743
240031,7,1.622844
240032,0,1.630262
240033,1,1.630284
240034,2,1.630312
240035,3,1.624708
240036,4,1.624745
240037,5,1.624671
240038,6,1.622804
240039,7,1.622741
240040,0,1.630259
240041,1,1.630383
240042,2,1.630185
240043,3,1.624725
240044,4,1.624732
240045,5,1.624667
240046,6,1.622859
240047,7,1.622872
240048,0,1.630257
240049,1,1.630234
240050,2,1.630433
240051,3,1.624720
240052,4,1.624737
240053,5,1.624722
240054,6,1.622813
240055,7,1.622646
240056,0,1.630268
240057,1,1.630181
240058,2,1.630274
240059,3,1.624688
240060,4,1.624631
240061,5,1.624681
240062,6,1.622846
240063,7,1.622758
240064,0,1.630194
240065,1,1.630294
240066,2,1.630266
240067,3,1.624681
240068,4,1.624734
240069,5,1.624680
240070,6,1.622753
240071,7,1.622774
240072,0,1.630203
240073,1,1.630218
240074,2,1.630281
240075,3,1.624736
240076,4,1.624644
240077,5,1.624728
240078,6,1.622809
240079,7,1.622754
240080,0,1.630332
240081,1,1.630456
240082,2,1.630186
240083,3,1.624790
240084,4,1.624864
240085,5,1.624627
240086,6,1.622838
240087,7,1.622882
240088,0,1.630235
240089,1,1.630287
240090,2,1.630291
240091,3,1.624728
240092,4,1.624722
240093,5,1.624660
240094,6,1.622757
240095,7,1.622760
240096,0,1.630201
240097,1,1.630189
240098,2,1.630239
240099,3,1.624751
240100,4,1.624631
240101,5,1.624681
240102,6,1.622747
240103,7,1.622757
240104,0,1.630195
240105,1,1.630284
240106,2,1.630244
240107,3,1.624663
240108,4,1.624655
240109,5,1.624700
240110,6,1.622723
240111,7,1.622733
240112,0,1.630315
240113,1,1.630244
240114,2,1.630239
240115,3,1.624730
240116,4,1.624792
240117,5,1.624628
240118,6,1.622832
240119,7,1.622780
240120,0,1.630356
240121,1,1.630433
240122,2,1.630148
240123,3,1.624711
240124,4,1.624794
240125,5,1.624639
240126,6,1.622831
240127,7,1.622920
240128,0,1.630228
240129,1,1.630266
240130,2,1.630279
240131,3,1.624730
240132,4,1.624696
240133,5,1.624621
240134,6,1.622716
240135,7,1.622783
240136,0,1.630258
240137,1,1.630304
240138,2,1.630132
240139,3,1.624714
240140,4,1.624709
240141,5,1.624627
240142,6,1.622766
240143,7,1.622726
240144,0,1.630238
240145,1,1.630298
240146,2,1.630260
240147,3,1.624742
240148,4,1.624683
240149,5,1.624666
240150,6,1.622847
240151,7,1.622729
240152,0,1.630303
240153,1,1.630294
240154,2,1.630203
240155,3,1.624720
240156,4,1.624786
240157,5,1.624702
240158,6,1.622835
240159,7,1.622748
240160,0,1.630255
240161,1,1.630467
240162,2,1.630150
240163,3,1.624802
240164,4,1.624712
240165,5,1.624670
240166,6,1.622764
240167,7,1.622838
240168,0,1.630183
240169,1,1.630322
240170,2,1.630097
240171,3,1.624718
240172,4,1.624651
240173,5,1.624675
240174,6,1.622788
240175,7,1.622725
240176,0,1.630170
240177,1,1.630306
240178,2,1.630248
240179,3,1.624698
240180,4,1.624795
240181,5,1.624689
240182,6,1.622797
240183,7,1.622701
240184,0,1.630313
240185,1,1.630229
240186,2,1.630332
240187,3,1.624588
240188,4,1.624777
240189,5,1.624641
240190,6,1.622786
240191,7,1.622806
240192,0,1.630290
240193,1,1.630255
240194,2,1.630276
240195,3,1.624710
240196,4,1.624661
240197,5,1.624734
240198,6,1.622682
240199,7,1.622827
240200,0,1.630217
240201,1,1.630406
240202,2,1.630118
240203,3,1.624597
240204,4,1.624814
240205,5,1.624632
240206,6,1.622760
240207,7,1.622902
240208,0,1.630265
240209,1,1.630233
240210,2,1.630309
240211,3,1.624702
240212,4,1.624706
240213,5,1.624635
240214,6,1.622844
240215,7,1.622783
240216,0,1.630256
240217,1,1.630272
240218,2,1.630229
240219,3,1.624737
240220,4,1.624789
240221,5,1.624706
240222,6,1.622804
240223,7,1.622769
240224,0,1.630287
240225,1,1.630294
240226,2,1.630320
240227,3,1.624793
240228,4,1.624639
240229,5,1.624716
240230,6,1.622699
240231,7,1.622763
240232,0,1.630256
240233,1,1.630256
240234,2,1.630256
240235,3,1.624638
240236,4,1.624718
240237,5,1.624673
240238,6,1.622717
240239,7,1.622743
240240,0,1.630250
240241,1,1.630468
240242,2,1.630244
240243,3,1.624703
240244,4,1.624744
240245,5,1.624622
240246,6,1.622702
240247,7,1.622869
240248,0,1.630219
240249,1,1.630204
240250,2,1.630281
240251,3,1.624726
240252,4,1.624680
240253,5,1.624712
240254,6,1.622705
240255,7,1.622761
240256,0,1.630288
240257,1,1.630356
240258,2,1.630284
240259,3,1.624778
240260,4,1.624703
240261,5,1.624758
240262,6,1.622704
240263,7,1.622815
240264,0,1.630337
240265,1,1.630233
240266,2,1.630210
240267,3,1.624754
240268,4,1.624619
240269,5,1.624669
240270,6,1.622862
240271,7,1.622694
240272,0,1.630251
240273,1,1.630271
240274,2,1.630285
240275,3,1.624663
240276,4,1.624721
240277,5,1.624705
240278,6,1.622755
240279,7,1.622749
240280,0,1.630287
240281,1,1.630362
240282,2,1.630138
240283,3,1.624696
240284,4,1.624814
240285,5,1.624563
240286,6,1.622766
240287,7,1.622915
240288,0,1.630258
240289,1,1.630304
240290,2,1.630188
240291,3,1.624751
240292,4,1.624657
240293,5,1.624693
240294,6,1.622876
240295,7,1.622815
240296,0,1.630264
240297,1,1.630321
240298,2,1.630246
240299,3,1.624717
240300,4,1.624702
240301,5,1.624661
240302,6,1.622807
240303,7,1.622794
240304,0,1.630167
240305,1,1.630335
240306,2,1.630330
240307,3,1.624643
240308,4,1.624722
240309,5,1.624665
240310,6,1.622744
240311,7,1.622730
240312,0,1.630260
240313,1,1.630217
240314,2,1.630293
240315,3,1.624644
240316,4,1.624733
240317,5,1.624704
240318,6,1.622850
240319,7,1.622733
240320,0,1.630249
240321,1,1.630490
240322,2,1.630100
240323,3,1.624812
240324,4,1.624785
240325,5,1.624653
240326,6,1.622827
240327,7,1.622956
240328,0,1.630195
240329,1,1.630309
240330,2,1.630233
240331,3,1.624789
240332,4,1.624724
240333,5,1.624705
240334,6,1.622722
240335,7,1.622844
240336,0,1.630171
240337,1,1.630275
240338,2,1.630291
240339,3,1.624659
240340,4,1.624730
240341,5,1.624750
240342,6,1.622812
240343,7,1.622683
240344,0,1.630173
240345,1,1.630177
240346,2,1.630327
240347,3,1.624626
240348,4,1.624704
240349,5,1.624712
240350,6,1.622698
240351,7,1.622789
240352,0,1.630251
240353,1,1.630224
240354,2,1.630309
240355,3,1.624712
240356,4,1.624699
240357,5,1.624756
240358,6,1.622745
