indice,canal,tensao
0,0,1.648763
1,1,1.648785
2,2,1.641949
3,3,1.639857
4,4,1.639864
5,5,1.639805
6,6,1.629050
7,7,1.629044
8,0,1.648816
9,1,1.648742
10,2,1.640911
11,3,1.639845
12,4,1.639809
13,5,1.639775
14,6,1.628984
15,7,1.628947
16,0,1.648746
17,1,1.648769
18,2,1.639403
19,3,1.639808
20,4,1.639844
21,5,1.639849
22,6,1.629004
23,7,1.628979
24,0,1.648802
25,1,1.648772
26,2,1.638116
27,3,1.639864
28,4,1.639843
29,5,1.639847
30,6,1.629028
31,7,1.629094
32,0,1.648803
33,1,1.648736
34,2,1.637053
35,3,1.639817
36,4,1.639758
37,5,1.639775
38,6,1.629064
39,7,1.628951
40,0,1.648793
41,1,1.648806
42,2,1.635581
43,3,1.639848
44,4,1.639822
45,5,1.639870
46,6,1.628979
47,7,1.629030
48,0,1.648796
49,1,1.648723
50,2,1.634359
51,3,1.639862
52,4,1.639835
53,5,1.639827
54,6,1.629059
55,7,1.629065
56,0,1.648768
57,1,1.648767
58,2,1.633351
59,3,1.639808
60,4,1.639779
61,5,1.639795
62,6,1.629010
63,7,1.628963
64,0,1.648746
65,1,1.648816
66,2,1.631932
67,3,1.639848
68,4,1.639821
69,5,1.639795
70,6,1.628983
71,7,1.629052
72,0,1.648785
73,1,1.648701
74,2,1.630741
75,3,1.639838
76,4,1.639829
77,5,1.639839
78,6,1.629056
79,7,1.629005
80,0,1.648734
81,1,1.648784
82,2,1.629779
83,3,1.639794
84,4,1.639857
85,5,1.639797
86,6,1.628975
87,7,1.628969
88,0,1.648772
89,1,1.648765
90,2,1.628404
91,3,1.639865
92,4,1.639848
93,5,1.639810
94,6,1.629060
95,7,1.629012
96,0,1.648736
97,1,1.648723
98,2,1.627256
99,3,1.639846
100,4,1.639858
101,5,1.639852
102,6,1.629089
103,7,1.629016
104,0,1.648778
105,1,1.648797
106,2,1.626397
107,3,1.639796
108,4,1.639837
109,5,1.639769
110,6,1.628960
111,7,1.629018
112,0,1.648786
113,1,1.648776
114,2,1.625130
115,3,1.639875
116,4,1.639827
117,5,1.639791
118,6,1.629087
119,7,1.629073
120,0,1.648772
121,1,1.648823
122,2,1.624053
123,3,1.639873
124,4,1.639871
125,5,1.639950
126,6,1.629000
127,7,1.629025
128,0,1.648787
129,1,1.648802
130,2,1.623223
131,3,1.639811
132,4,1.639845
133,5,1.639774
134,6,1.629001
135,7,1.628962
136,0,1.648766
137,1,1.648683
138,2,1.622002
139,3,1.639867
140,4,1.639777
141,5,1.639777
142,6,1.629041
143,7,1.628996
144,0,1.648755
145,1,1.648735
146,2,1.620926
147,3,1.639833
148,4,1.639874
149,5,1.639857
150,6,1.629056
151,7,1.629018
152,0,1.648815
153,1,1.648735
154,2,1.620075
155,3,1.639825
156,4,1.639791
157,5,1.639807
158,6,1.629026
159,7,1.628989
160,0,1.648737
161,1,1.648774
162,2,1.618876
163,3,1.639850
164,4,1.639803
165,5,1.639858
166,6,1.629028
167,7,1.629033
168,0,1.648722
169,1,1.648784
170,2,1.617889
171,3,1.639818
172,4,1.639849
173,5,1.639855
174,6,1.628983
175,7,1.629062
176,0,1.648825
177,1,1.648741
178,2,1.617098
179,3,1.639845
180,4,1.639807
181,5,1.639807
182,6,1.629049
183,7,1.629063
184,0,1.648771
185,1,1.648757
186,2,1.615957
187,3,1.639861
188,4,1.639807
189,5,1.639833
190,6,1.629063
191,7,1.628978
192,0,1.648818
193,1,1.648800
194,2,1.614981
195,3,1.639851
196,4,1.639861
197,5,1.639822
198,6,1.629024
199,7,1.629040
200,0,1.648782
201,1,1.648751
202,2,1.614146
203,3,1.639855
204,4,1.639789
205,5,1.639816
206,6,1.629055
207,7,1.629006
208,0,1.648717
209,1,1.648815
210,2,1.612965
211,3,1.639811
212,4,1.639832
213,5,1.639888
214,6,1.629042
215,7,1.628976
216,0,1.648785
217,1,1.648764
218,2,1.612028
219,3,1.639901
220,4,1.639886
221,5,1.639833
222,6,1.629043
223,7,1.628985
224,0,1.648727
225,1,1.648744
226,2,1.611173
227,3,1.639850
228,4,1.639768
229,5,1.639788
230,6,1.629102
231,7,1.629027
232,0,1.648787
233,1,1.648769
234,2,1.610034
235,3,1.639827
236,4,1.639842
237,5,1.639851
238,6,1.629027
239,7,1.629004
240,0,1.648842
241,1,1.648811
242,2,1.609148
243,3,1.639904
244,4,1.639864
245,5,1.639853
246,6,1.629056
247,7,1.629017
248,0,1.648785
249,1,1.648727
250,2,1.608317
251,3,1.639804
252,4,1.639793
253,5,1.639813
254,6,1.629062
255,7,1.628960
256,0,1.648793
257,1,1.648812
258,2,1.607287
259,3,1.639831
260,4,1.639854
261,5,1.639796
262,6,1.628973
263,7,1.629057
264,0,1.648804
265,1,1.648728
266,2,1.606457
267,3,1.639897
268,4,1.639836
269,5,1.639836
270,6,1.629073
271,7,1.629000
272,0,1.648702
273,1,1.648802
274,2,1.605605
275,3,1.639810
276,4,1.639844
277,5,1.639824
278,6,1.629050
279,7,1.628967
280,0,1.648820
281,1,1.648834
282,2,1.604645
283,3,1.639873
284,4,1.639859
285,5,1.639833
286,6,1.629016
287,7,1.628993
288,0,1.648785
289,1,1.648765
290,2,1.603902
291,3,1.639895
292,4,1.639801
293,5,1.639895
294,6,1.629099
295,7,1.629010
296,0,1.648719
297,1,1.648743
298,2,1.603126
299,3,1.639774
300,4,1.639803
301,5,1.639838
302,6,1.628999
303,7,1.629027
304,0,1.648844
305,1,1.648777
306,2,1.602208
307,3,1.639907
308,4,1.639811
309,5,1.639734
310,6,1.629087
311,7,1.629080
312,0,1.648767
313,1,1.648790
314,2,1.601479
315,3,1.639887
316,4,1.639800
317,5,1.639810
318,6,1.629034
319,7,1.628954
320,0,1.648763
321,1,1.648806
322,2,1.600701
323,3,1.639823
324,4,1.639836
325,5,1.639805
326,6,1.629002
327,7,1.629031
328,0,1.648800
329,1,1.648711
330,2,1.599806
331,3,1.639860
332,4,1.639842
333,5,1.639789
334,6,1.629033
335,7,1.629022
336,0,1.648754
337,1,1.648821
338,2,1.599173
339,3,1.639846
340,4,1.639853
341,5,1.639847
342,6,1.629061
343,7,1.628979
344,0,1.648758
345,1,1.648724
346,2,1.598308
347,3,1.639865
348,4,1.639826
349,5,1.639779
350,6,1.629035
351,7,1.629025
352,0,1.648765
353,1,1.648690
354,2,1.597418
355,3,1.639887
356,4,1.639825
357,5,1.639852
358,6,1.629065
359,7,1.628988
360,0,1.648792
361,1,1.648816
362,2,1.596743
363,3,1.639840
364,4,1.639830
365,5,1.639838
366,6,1.629023
367,7,1.628975
368,0,1.648776
369,1,1.648727
370,2,1.595882
371,3,1.639799
372,4,1.639842
373,5,1.639817
374,6,1.629088
375,7,1.629040
376,0,1.648751
377,1,1.648750
378,2,1.595032
379,3,1.639833
380,4,1.639806
381,5,1.639800
382,6,1.629042
383,7,1.628955
384,0,1.648833
385,1,1.648852
386,2,1.594426
387,3,1.639816
388,4,1.639871
389,5,1.639791
390,6,1.628940
391,7,1.629057
392,0,1.648782
393,1,1.648664
394,2,1.593552
395,3,1.639881
396,4,1.639817
397,5,1.639798
398,6,1.629049
399,7,1.629041
400,0,1.648772
401,1,1.648791
402,2,1.592740
403,3,1.639821
404,4,1.639825
405,5,1.639899
406,6,1.629055
407,7,1.628971
408,0,1.648813
409,1,1.648810
410,2,1.592155
411,3,1.639827
412,4,1.639807
413,5,1.639822
414,6,1.629000
415,7,1.629041
416,0,1.648740
417,1,1.648697
418,2,1.591384
419,3,1.639871
420,4,1.639792
421,5,1.639870
422,6,1.629047
423,7,1.628997
424,0,1.648770
425,1,1.648785
426,2,1.590683
427,3,1.639850
428,4,1.639771
429,5,1.639878
430,6,1.629012
431,7,1.629074
432,0,1.648832
433,1,1.648771
434,2,1.590226
435,3,1.639875
436,4,1.639831
437,5,1.639724
438,6,1.629093
439,7,1.629016
440,0,1.648741
441,1,1.648753
442,2,1.589432
443,3,1.639845
444,4,1.639826
445,5,1.639897
446,6,1.629061
447,7,1.628989
448,0,1.648790
449,1,1.648818
450,2,1.588772
451,3,1.639806
452,4,1.639843
453,5,1.639743
454,6,1.629072
455,7,1.629078
456,0,1.648814
457,1,1.648726
458,2,1.588314
459,3,1.639878
460,4,1.639815
461,5,1.639789
462,6,1.629069
463,7,1.628988
464,0,1.648709
465,1,1.648691
466,2,1.587521
467,3,1.639784
468,4,1.639737
469,5,1.639869
470,6,1.629057
471,7,1.628950
472,0,1.648825
473,1,1.648788
474,2,1.586906
475,3,1.639853
476,4,1.639884
477,5,1.639828
478,6,1.629050
479,7,1.629084
480,0,1.648794
481,1,1.648831
482,2,1.586528
483,3,1.639871
484,4,1.639781
485,5,1.639844
486,6,1.629044
487,7,1.628978
488,0,1.648715
489,1,1.648743
490,2,1.585748
491,3,1.639814
492,4,1.639853
493,5,1.639832
494,6,1.629010
495,7,1.628999
496,0,1.648774
497,1,1.648752
498,2,1.585119
499,3,1.639876
500,4,1.639854
501,5,1.639779
502,6,1.629061
503,7,1.629055
504,0,1.648810
505,1,1.648716
506,2,1.584750
507,3,1.639808
508,4,1.639780
509,5,1.639809
510,6,1.629035
511,7,1.628941
512,0,1.648723
513,1,1.648761
514,2,1.583991
515,3,1.639773
516,4,1.639798
517,5,1.639839
518,6,1.628982
519,7,1.629009
520,0,1.648760
521,1,1.648772
522,2,1.583377
523,3,1.639874
524,4,1.639782
525,5,1.639839
526,6,1.629103
527,7,1.629009
528,0,1.648791
529,1,1.648738
530,2,1.583028
531,3,1.639877
532,4,1.639802
533,5,1.639820
534,6,1.629024
535,7,1.628976
536,0,1.648758
537,1,1.648750
538,2,1.582249
539,3,1.639816
540,4,1.639853
541,5,1.639799
542,6,1.629024
543,7,1.629066
544,0,1.648735
545,1,1.648722
546,2,1.581656
547,3,1.639848
548,4,1.639805
549,5,1.639801
550,6,1.629069
551,7,1.628966
552,0,1.648810
553,1,1.648800
554,2,1.581299
555,3,1.639776
556,4,1.639829
557,5,1.639827
558,6,1.628991
559,7,1.628953
560,0,1.648766
561,1,1.648808
562,2,1.580537
563,3,1.639869
564,4,1.639821
565,5,1.639822
566,6,1.629024
567,7,1.628996
568,0,1.648763
569,1,1.648724
570,2,1.579956
571,3,1.639819
572,4,1.639790
573,5,1.639869
574,6,1.629088
575,7,1.628990
576,0,1.648765
577,1,1.648772
578,2,1.579626
579,3,1.639805
580,4,1.639824
581,5,1.639807
582,6,1.628968
583,7,1.629030
584,0,1.648757
585,1,1.648707
586,2,1.578946
587,3,1.639844
588,4,1.639789
589,5,1.639788
590,6,1.629084
591,7,1.629032
592,0,1.648747
593,1,1.648764
594,2,1.578459
595,3,1.639820
596,4,1.639782
597,5,1.639857
598,6,1.629053
599,7,1.628990
600,0,1.648784
601,1,1.648794
602,2,1.578218
603,3,1.639851
604,4,1.639800
605,5,1.639817
606,6,1.628945
607,7,1.629005
608,0,1.648774
609,1,1.648711
610,2,1.577541
611,3,1.639845
612,4,1.639816
613,5,1.639820
614,6,1.629075
615,7,1.628971
616,0,1.648710
617,1,1.648784
618,2,1.577078
619,3,1.639822
620,4,1.639844
621,5,1.639880
622,6,1.629052
623,7,1.628997
624,0,1.648813
625,1,1.648744
626,2,1.576850
627,3,1.639799
628,4,1.639788
629,5,1.639758
630,6,1.628992
631,7,1.628994
632,0,1.648729
633,1,1.648728
634,2,1.576198
635,3,1.639822
636,4,1.639780
637,5,1.639785
638,6,1.629100
639,7,1.629001
640,0,1.648760
641,1,1.648826
642,2,1.575729
643,3,1.639822
644,4,1.639845
645,5,1.639901
646,6,1.629020
647,7,1.629047
648,0,1.648813
649,1,1.648709
650,2,1.575542
651,3,1.639822
652,4,1.639802
653,5,1.639756
654,6,1.629030
655,7,1.629030
656,0,1.648731
657,1,1.648768
658,2,1.574870
659,3,1.639816
660,4,1.639751
661,5,1.639832
662,6,1.629070
663,7,1.628965
664,0,1.648809
665,1,1.648772
666,2,1.574447
667,3,1.639814
668,4,1.639899
669,5,1.639817
670,6,1.629051
671,7,1.629043
672,0,1.648766
673,1,1.648717
674,2,1.574247
675,3,1.639862
676,4,1.639820
677,5,1.639755
678,6,1.629036
679,7,1.629026
680,0,1.648705
681,1,1.648808
682,2,1.573623
683,3,1.639845
684,4,1.639792
685,5,1.639863
686,6,1.629005
687,7,1.628972
688,0,1.648753
689,1,1.648747
690,2,1.573208
691,3,1.639853
692,4,1.639891
693,5,1.639828
694,6,1.629050
695,7,1.629063
696,0,1.648772
697,1,1.648718
698,2,1.572998
699,3,1.639837
700,4,1.639770
701,5,1.639761
702,6,1.629046
703,7,1.628935
704,0,1.648762
705,1,1.648768
706,2,1.572337
707,3,1.639787
708,4,1.639796
709,5,1.639832
710,6,1.629035
711,7,1.628988
712,0,1.648762
713,1,1.648725
714,2,1.571884
715,3,1.639850
716,4,1.639837
717,5,1.639835
718,6,1.629085
719,7,1.629028
720,0,1.648744
721,1,1.648785
722,2,1.571600
723,3,1.639832
724,4,1.639784
725,5,1.639847
726,6,1.628976
727,7,1.628959
728,0,1.648752
729,1,1.648739
730,2,1.570951
731,3,1.639805
732,4,1.639846
733,5,1.639779
734,6,1.628997
735,7,1.629032
736,0,1.648771
737,1,1.648747
738,2,1.570473
739,3,1.639923
740,4,1.639836
741,5,1.639848
742,6,1.629035
743,7,1.629012
744,0,1.648734
745,1,1.648763
746,2,1.570234
747,3,1.639820
748,4,1.639798
749,5,1.639842
