indice,canal,tensao
0,0,1.648759
1,1,1.648794
2,2,1.642555
3,3,1.639920
4,4,1.639924
5,5,1.639864
6,6,1.629017
7,7,1.629149
8,0,1.648859
9,1,1.648818
10,2,1.641200
11,3,1.639885
12,4,1.639876
13,5,1.639853
14,6,1.629152
15,7,1.629123
16,0,1.648831
17,1,1.648880
18,2,1.640069
19,3,1.639904
20,4,1.639856
21,5,1.639887
22,6,1.629087
23,7,1.629046
24,0,1.648780
25,1,1.648774
26,2,1.638609
27,3,1.639848
28,4,1.639905
29,5,1.639863
30,6,1.629102
31,7,1.629121
32,0,1.648767
33,1,1.648833
34,2,1.637317
35,3,1.639880
36,4,1.639883
37,5,1.639884
38,6,1.629171
39,7,1.629112
40,0,1.648836
41,1,1.648893
42,2,1.636254
43,3,1.639851
44,4,1.639878
45,5,1.639920
46,6,1.629053
47,7,1.629092
48,0,1.648794
49,1,1.648798
50,2,1.634824
51,3,1.639862
52,4,1.639882
53,5,1.639820
54,6,1.629084
55,7,1.629139
56,0,1.648856
57,1,1.648810
58,2,1.633648
59,3,1.639891
60,4,1.639850
61,5,1.639900
62,6,1.629180
63,7,1.629120
64,0,1.648896
65,1,1.648839
66,2,1.632707
67,3,1.639859
68,4,1.639869
69,5,1.639834
70,6,1.629018
71,7,1.629093
72,0,1.648823
73,1,1.648697
74,2,1.631376
75,3,1.639925
76,4,1.639878
77,5,1.639844
78,6,1.629157
79,7,1.629046
80,0,1.648743
81,1,1.648892
82,2,1.630225
83,3,1.639893
84,4,1.639850
85,5,1.639928
86,6,1.629155
87,7,1.629120
88,0,1.648877
89,1,1.648825
90,2,1.629349
91,3,1.639855
92,4,1.639853
93,5,1.639815
94,6,1.629120
95,7,1.629071
96,0,1.648800
97,1,1.648745
98,2,1.628002
99,3,1.639887
100,4,1.639849
101,5,1.639878
102,6,1.629098
103,7,1.629056
104,0,1.648793
105,1,1.648830
106,2,1.626894
107,3,1.639867
108,4,1.639874
109,5,1.639901
110,6,1.629106
111,7,1.629075
112,0,1.648828
113,1,1.648809
114,2,1.626034
115,3,1.639858
116,4,1.639820
117,5,1.639819
118,6,1.629086
119,7,1.629077
120,0,1.648801
121,1,1.648825
122,2,1.624770
123,3,1.639925
124,4,1.639861
125,5,1.639911
126,6,1.629072
127,7,1.629061
128,0,1.648821
129,1,1.648864
130,2,1.623695
131,3,1.639851
132,4,1.639900
133,5,1.639894
134,6,1.629108
135,7,1.629108
136,0,1.648886
137,1,1.648802
138,2,1.622829
139,3,1.639904
140,4,1.639869
141,5,1.639835
142,6,1.629114
143,7,1.629037
144,0,1.648778
145,1,1.648809
146,2,1.621534
147,3,1.639864
148,4,1.639863
149,5,1.639861
150,6,1.629083
151,7,1.629009
152,0,1.648869
153,1,1.648818
154,2,1.620441
155,3,1.639884
156,4,1.639931
157,5,1.639860
158,6,1.629102
159,7,1.629140
160,0,1.648890
161,1,1.648797
162,2,1.619586
163,3,1.639906
164,4,1.639836
165,5,1.639850
166,6,1.629043
167,7,1.629065
168,0,1.648810
169,1,1.648803
170,2,1.618332
171,3,1.639889
172,4,1.639887
173,5,1.639897
174,6,1.629087
175,7,1.629097
176,0,1.648859
177,1,1.648838
178,2,1.617317
179,3,1.639881
180,4,1.639925
181,5,1.639809
182,6,1.629169
183,7,1.629062
184,0,1.648849
185,1,1.648834
186,2,1.616477
187,3,1.639868
188,4,1.639809
189,5,1.639863
190,6,1.629099
191,7,1.629014
192,0,1.648815
193,1,1.648894
194,2,1.615266
195,3,1.639820
196,4,1.639829
197,5,1.639855
198,6,1.629072
199,7,1.629057
200,0,1.648858
201,1,1.648854
202,2,1.614302
203,3,1.639915
204,4,1.639903
205,5,1.639906
