indice,canal,tensao
0,0,1.628878
1,1,1.628904
2,2,1.628913
3,3,1.628932
4,4,1.628905
5,5,1.628934
6,6,1.628891
7,7,1.628883
8,0,1.628916
9,1,1.628948
10,2,1.628933
11,3,1.628922
12,4,1.628999
13,5,1.628899
14,6,1.628916
15,7,1.628845
16,0,1.628919
17,1,1.628951
18,2,1.628940
19,3,1.628948
20,4,1.628914
21,5,1.628895
22,6,1.628911
23,7,1.628854
24,0,1.628940
25,1,1.628963
26,2,1.628998
27,3,1.628916
28,4,1.628919
29,5,1.628914
30,6,1.628879
31,7,1.628850
32,0,1.628954
33,1,1.628947
34,2,1.628930
35,3,1.628889
36,4,1.628934
37,5,1.628920
38,6,1.628869
39,7,1.628914
40,0,1.628949
41,1,1.628915
42,2,1.628961
43,3,1.628947
44,4,1.628873
45,5,1.628916
46,6,1.628932
47,7,1.628869
48,0,1.628940
49,1,1.628972
50,2,1.628943
51,3,1.628927
52,4,1.628906
53,5,1.628943
54,6,1.628915
55,7,1.628861
56,0,1.628918
57,1,1.628919
58,2,1.628891
59,3,1.628917
60,4,1.628916
61,5,1.628910
62,6,1.628887
63,7,1.628886
64,0,1.628950
65,1,1.628963
66,2,1.628971
67,3,1.628935
68,4,1.628954
69,5,1.628904
70,6,1.628914
71,7,1.628858
72,0,1.628920
73,1,1.628919
74,2,1.628925
75,3,1.628917
76,4,1.628908
77,5,1.628912
78,6,1.628951
79,7,1.628862
80,0,1.628953
81,1,1.628972
82,2,1.628979
83,3,1.628958
84,4,1.628896
85,5,1.628885
86,6,1.628897
87,7,1.628866
88,0,1.628945
89,1,1.628934
90,2,1.628927
91,3,1.628930
92,4,1.628922
93,5,1.628899
94,6,1.628917
95,7,1.628904
96,0,1.628984
97,1,1.628953
98,2,1.628944
99,3,1.628897
100,4,1.628920
101,5,1.628915
102,6,1.628917
103,7,1.628920
104,0,1.628931
105,1,1.628951
106,2,1.628933
107,3,1.628925
108,4,1.628954
109,5,1.628957
110,6,1.628911
111,7,1.628878
112,0,1.628909
113,1,1.628909
114,2,1.628955
115,3,1.628936
116,4,1.628932
117,5,1.628896
118,6,1.628897
119,7,1.628863
120,0,1.628909
121,1,1.628950
122,2,1.628955
123,3,1.629007
124,4,1.628922
125,5,1.628923
126,6,1.628890
127,7,1.628817
128,0,1.628906
129,1,1.628944
130,2,1.628923
131,3,1.628941
132,4,1.628929
133,5,1.628907
134,6,1.628888
135,7,1.628881
136,0,1.628964
137,1,1.628982
138,2,1.628965
139,3,1.628944
140,4,1.628916
141,5,1.628875
142,6,1.628898
143,7,1.628895
144,0,1.628934
145,1,1.628929
146,2,1.628969
147,3,1.628960
148,4,1.628923
149,5,1.628932
150,6,1.628911
151,7,1.628917
152,0,1.628944
153,1,1.628949
154,2,1.628950
155,3,1.628913
156,4,1.628886
157,5,1.628969
158,6,1.628917
159,7,1.628892
160,0,1.628936
161,1,1.628948
162,2,1.628963
163,3,1.628984
164,4,1.628926
165,5,1.628965
166,6,1.628874
167,7,1.628888
168,0,1.628918
169,1,1.628889
170,2,1.628919
171,3,1.628934
172,4,1.628904
173,5,1.628905
174,6,1.628910
175,7,1.628863
176,0,1.628919
177,1,1.628964
178,2,1.628949
179,3,1.628945
180,4,1.628923
181,5,1.628947
182,6,1.628881
183,7,1.628816
184,0,1.628864
185,1,1.628933
186,2,1.628939
187,3,1.628944
188,4,1.628922
189,5,1.628903
190,6,1.628923
191,7,1.628882
192,0,1.628947
193,1,1.628954
194,2,1.628941
195,3,1.628910
196,4,1.628897
197,5,1.628909
198,6,1.628894
199,7,1.628855
200,0,1.628913
201,1,1.628950
202,2,1.628913
203,3,1.628947
204,4,1.628873
205,5,1.628944
206,6,1.628914
207,7,1.628892
208,0,1.628914
209,1,1.628931
210,2,1.628916
211,3,1.628895
212,4,1.628918
213,5,1.628883
214,6,1.628889
215,7,1.628900
216,0,1.628952
217,1,1.628942
218,2,1.628934
219,3,1.628978
220,4,1.628970
221,5,1.628922
222,6,1.628916
223,7,1.628856
224,0,1.628904
225,1,1.628929
226,2,1.628949
227,3,1.628941
228,4,1.628935
229,5,1.628959
230,6,1.628909
231,7,1.628872
