indice,canal,tensao
160000,0,1.629872
160001,1,1.629916
160002,2,1.629865
160003,3,1.624364
160004,4,1.624351
160005,5,1.624298
160006,6,1.622376
160007,7,1.622402
160008,0,1.629847
160009,1,1.629928
160010,2,1.629916
160011,3,1.624340
160012,4,1.624351
160013,5,1.624349
160014,6,1.622451
160015,7,1.622350
160016,0,1.629910
160017,1,1.629918
160018,2,1.629866
160019,3,1.624412
160020,4,1.624379
160021,5,1.624328
160022,6,1.622469
160023,7,1.622380
160024,0,1.629922
160025,1,1.629847
160026,2,1.629871
160027,3,1.624299
160028,4,1.624284
160029,5,1.624237
160030,6,1.622378
160031,7,1.622363
160032,0,1.629921
160033,1,1.629889
160034,2,1.629907
160035,3,1.624359
160036,4,1.624312
160037,5,1.624294
160038,6,1.622444
160039,7,1.622388
160040,0,1.629883
160041,1,1.629976
160042,2,1.629913
160043,3,1.624402
160044,4,1.624393
160045,5,1.624395
160046,6,1.622414
160047,7,1.622401
160048,0,1.629883
160049,1,1.629913
160050,2,1.629851
160051,3,1.624331
160052,4,1.624322
160053,5,1.624243
160054,6,1.622402
160055,7,1.622382
160056,0,1.629843
160057,1,1.629857
160058,2,1.629910
160059,3,1.624337
160060,4,1.624317
160061,5,1.624316
160062,6,1.622423
160063,7,1.622379
160064,0,1.629875
160065,1,1.629907
160066,2,1.629900
160067,3,1.624383
160068,4,1.624382
160069,5,1.624365
160070,6,1.622437
160071,7,1.622381
160072,0,1.629902
160073,1,1.629865
160074,2,1.629858
160075,3,1.624319
160076,4,1.624279
160077,5,1.624264
160078,6,1.622432
160079,7,1.622354
160080,0,1.629875
160081,1,1.629892
160082,2,1.629885
160083,3,1.624367
160084,4,1.624323
160085,5,1.624371
160086,6,1.622372
160087,7,1.622386
160088,0,1.629882
160089,1,1.629872
160090,2,1.629897
160091,3,1.624382
160092,4,1.624378
160093,5,1.624339
160094,6,1.622416
160095,7,1.622425
160096,0,1.629862
160097,1,1.629863
160098,2,1.629868
160099,3,1.624297
160100,4,1.624269
160101,5,1.624303
160102,6,1.622407
160103,7,1.622360
160104,0,1.629856
160105,1,1.629898
160106,2,1.629872
160107,3,1.624332
160108,4,1.624362
160109,5,1.624299
160110,6,1.622414
160111,7,1.622385
160112,0,1.629897
160113,1,1.629924
160114,2,1.629922
160115,3,1.624404
160116,4,1.624380
160117,5,1.624328
160118,6,1.622434
160119,7,1.622406
160120,0,1.629862
160121,1,1.629914
160122,2,1.629860
160123,3,1.624332
160124,4,1.624304
160125,5,1.624309
160126,6,1.622419
160127,7,1.622353
160128,0,1.629891
160129,1,1.629900
160130,2,1.629866
160131,3,1.624333
160132,4,1.624362
160133,5,1.624314
160134,6,1.622404
160135,7,1.622391
160136,0,1.629916
160137,1,1.629885
160138,2,1.629941
160139,3,1.624429
160140,4,1.624384
160141,5,1.624333
160142,6,1.622416
160143,7,1.622388
160144,0,1.629869
160145,1,1.629892
160146,2,1.629846
160147,3,1.624300
160148,4,1.624302
160149,5,1.624318
160150,6,1.622400
160151,7,1.622394
160152,0,1.629890
160153,1,1.629887
160154,2,1.629893
160155,3,1.624343
160156,4,1.624340
160157,5,1.624314
160158,6,1.622379
160159,7,1.622414
160160,0,1.629863
160161,1,1.629902
160162,2,1.629932
160163,3,1.624371
160164,4,1.624370
160165,5,1.624306
160166,6,1.622406
160167,7,1.622366
160168,0,1.629813
160169,1,1.629835
160170,2,1.629818
160171,3,1.624253
160172,4,1.624339
160173,5,1.624300
160174,6,1.622385
160175,7,1.622407
160176,0,1.629895
160177,1,1.629861
160178,2,1.629896
160179,3,1.624330
160180,4,1.624300
160181,5,1.624324
160182,6,1.622425
160183,7,1.622390
160184,0,1.629910
160185,1,1.629943
160186,2,1.629931
160187,3,1.624401
160188,4,1.624337
160189,5,1.624314
160190,6,1.622392
160191,7,1.622396
160192,0,1.629891
160193,1,1.629851
160194,2,1.629829
160195,3,1.624299
160196,4,1.624352
160197,5,1.624336
160198,6,1.622373
160199,7,1.622400
160200,0,1.629877
160201,1,1.629890
160202,2,1.629855
160203,3,1.624367
160204,4,1.624325
160205,5,1.624318
160206,6,1.622410
160207,7,1.622381
160208,0,1.629885
160209,1,1.629918
160210,2,1.629909
160211,3,1.624356
160212,4,1.624361
160213,5,1.624318
160214,6,1.622391
160215,7,1.622322
160216,0,1.629874
160217,1,1.629848
160218,2,1.629828
160219,3,1.624284
160220,4,1.624311
160221,5,1.624300
160222,6,1.622390
160223,7,1.622343
160224,0,1.629879
160225,1,1.629865
160226,2,1.629856
160227,3,1.624371
160228,4,1.624338
160229,5,1.624300
160230,6,1.622429
160231,7,1.622437
160232,0,1.629853
160233,1,1.629911
160234,2,1.629893
160235,3,1.624352
160236,4,1.624346
160237,5,1.624301
160238,6,1.622404
160239,7,1.622388
160240,0,1.629852
160241,1,1.629884
160242,2,1.629815
160243,3,1.624363
160244,4,1.624296
160245,5,1.624338
160246,6,1.622396
160247,7,1.622379
160248,0,1.629859
160249,1,1.629868
160250,2,1.629906
160251,3,1.624299
160252,4,1.624312
160253,5,1.624296
160254,6,1.622403
160255,7,1.622386
160256,0,1.629876
160257,1,1.629940
160258,2,1.629868
160259,3,1.624338
160260,4,1.624339
160261,5,1.624285
160262,6,1.622366
160263,7,1.622394
160264,0,1.629832
160265,1,1.629823
160266,2,1.629866
160267,3,1.624326
160268,4,1.624327
160269,5,1.624283
160270,6,1.622412
160271,7,1.622380
160272,0,1.629836
160273,1,1.629882
160274,2,1.629878
160275,3,1.624247
160276,4,1.624346
160277,5,1.624322
160278,6,1.622408
160279,7,1.622428
160280,0,1.629909
160281,1,1.629939
160282,2,1.629887
160283,3,1.624397
160284,4,1.624359
160285,5,1.624303
160286,6,1.622376
160287,7,1.622356
160288,0,1.629875
160289,1,1.629843
160290,2,1.629816
160291,3,1.624331
160292,4,1.624323
160293,5,1.624289
160294,6,1.622419
160295,7,1.622354
160296,0,1.629831
160297,1,1.629875
160298,2,1.629884
160299,3,1.624281
160300,4,1.624336
160301,5,1.624278
160302,6,1.622400
160303,7,1.622390
160304,0,1.629919
160305,1,1.629918
160306,2,1.629888
160307,3,1.624378
160308,4,1.624310
160309,5,1.624293
160310,6,1.622400
160311,7,1.622386
160312,0,1.629828
160313,1,1.629850
160314,2,1.629860
160315,3,1.624331
160316,4,1.624330
160317,5,1.624300
160318,6,1.622411
160319,7,1.622378
160320,0,1.629853
160321,1,1.629931
160322,2,1.629848
160323,3,1.624345
160324,4,1.624346
160325,5,1.624336
160326,6,1.622387
160327,7,1.622379
160328,0,1.629905
160329,1,1.629903
160330,2,1.629874
160331,3,1.624355
160332,4,1.624313
160333,5,1.624280
160334,6,1.622384
160335,7,1.622336
160336,0,1.629826
160337,1,1.629803
160338,2,1.629849
160339,3,1.624305
160340,4,1.624302
160341,5,1.624365
160342,6,1.622396
160343,7,1.622359
160344,0,1.629880
160345,1,1.629877
160346,2,1.629870
160347,3,1.624348
160348,4,1.624362
160349,5,1.624299
160350,6,1.622426
160351,7,1.622435
160352,0,1.629921
160353,1,1.629903
160354,2,1.629888
160355,3,1.624348
160356,4,1.624289
160357,5,1.624315
160358,6,1.622398
160359,7,1.622322
160360,0,1.629810
160361,1,1.629910
160362,2,1.629847
160363,3,1.624349
160364,4,1.624312
160365,5,1.624352
160366,6,1.622385
160367,7,1.622378
160368,0,1.629894
160369,1,1.629834
160370,2,1.629884
160371,3,1.624352
160372,4,1.624341
160373,5,1.624329
160374,6,1.622490
160375,7,1.622431
160376,0,1.629914
160377,1,1.629891
160378,2,1.629901
160379,3,1.624304
160380,4,1.624300
160381,5,1.624319
160382,6,1.622423
160383,7,1.622354
160384,0,1.629837
160385,1,1.629872
160386,2,1.629864
160387,3,1.624309
160388,4,1.624309
160389,5,1.624297
160390,6,1.622419
160391,7,1.622363
160392,0,1.629887
160393,1,1.629831
160394,2,1.629894
160395,3,1.624362
160396,4,1.624333
160397,5,1.624309
160398,6,1.622388
160399,7,1.622445
160400,0,1.629917
160401,1,1.629940
160402,2,1.629901
160403,3,1.624359
160404,4,1.624347
160405,5,1.624352
160406,6,1.622397
160407,7,1.622356
160408,0,1.629848
160409,1,1.629878
160410,2,1.629874
160411,3,1.624379
160412,4,1.624357
160413,5,1.624293
160414,6,1.622398
160415,7,1.622341
160416,0,1.629882
160417,1,1.629848
160418,2,1.629876
160419,3,1.624376
160420,4,1.624321
160421,5,1.624334
160422,6,1.622483
160423,7,1.622448
160424,0,1.629878
160425,1,1.629866
160426,2,1.629946
160427,3,1.624346
160428,4,1.624349
160429,5,1.624326
160430,6,1.622388
160431,7,1.622351
160432,0,1.629886
160433,1,1.629899
160434,2,1.629869
160435,3,1.624283
160436,4,1.624357
160437,5,1.624321
160438,6,1.622455
160439,7,1.622408
160440,0,1.629879
160441,1,1.629917
160442,2,1.629914
160443,3,1.624349
160444,4,1.624281
160445,5,1.624407
160446,6,1.622466
160447,7,1.622409
160448,0,1.629891
160449,1,1.629949
160450,2,1.629878
160451,3,1.624348
160452,4,1.624300
160453,5,1.624306
160454,6,1.622365
160455,7,1.622350
160456,0,1.629842
160457,1,1.629859
160458,2,1.629887
160459,3,1.624396
160460,4,1.624316
160461,5,1.624267
160462,6,1.622421
160463,7,1.622421
160464,0,1.629900
160465,1,1.629928
160466,2,1.629902
160467,3,1.624288
160468,4,1.624340
160469,5,1.624348
160470,6,1.622490
160471,7,1.622381
160472,0,1.629969
160473,1,1.629959
160474,2,1.629890
160475,3,1.624386
160476,4,1.624343
160477,5,1.624321
160478,6,1.622399
160479,7,1.622325
160480,0,1.629794
160481,1,1.629934
160482,2,1.629891
160483,3,1.624410
160484,4,1.624324
160485,5,1.624375
160486,6,1.622423
160487,7,1.622356
160488,0,1.629869
160489,1,1.629915
160490,2,1.629875
160491,3,1.624361
160492,4,1.624343
160493,5,1.624303
160494,6,1.622477
160495,7,1.622427
160496,0,1.629915
160497,1,1.629953
160498,2,1.629878
160499,3,1.624372
160500,4,1.624373
160501,5,1.624302
160502,6,1.622405
160503,7,1.622329
160504,0,1.629856
160505,1,1.629858
160506,2,1.629900
160507,3,1.624357
160508,4,1.624348
160509,5,1.624326
160510,6,1.622409
160511,7,1.622413
160512,0,1.629904
160513,1,1.629922
160514,2,1.629894
160515,3,1.624344
160516,4,1.624370
160517,5,1.624380
160518,6,1.622485
160519,7,1.622438
160520,0,1.629965
160521,1,1.629892
160522,2,1.629872
160523,3,1.624359
160524,4,1.624319
160525,5,1.624253
160526,6,1.622372
160527,7,1.622387
160528,0,1.629866
160529,1,1.629922
160530,2,1.629894
160531,3,1.624351
160532,4,1.624365
160533,5,1.624348
160534,6,1.622421
160535,7,1.622400
160536,0,1.629894
160537,1,1.629890
160538,2,1.629872
160539,3,1.624310
160540,4,1.624410
160541,5,1.624373
160542,6,1.622497
160543,7,1.622455
160544,0,1.629917
160545,1,1.629866
160546,2,1.629925
160547,3,1.624350
160548,4,1.624340
160549,5,1.624325
160550,6,1.622406
160551,7,1.622334
160552,0,1.629857
160553,1,1.629906
160554,2,1.629843
160555,3,1.624328
160556,4,1.624380
160557,5,1.624348
160558,6,1.622434
160559,7,1.622395
160560,0,1.629865
160561,1,1.629868
160562,2,1.629840
160563,3,1.624392
160564,4,1.624371
160565,5,1.624373
160566,6,1.622456
160567,7,1.622439
160568,0,1.629903
160569,1,1.629900
160570,2,1.629893
160571,3,1.624334
160572,4,1.624385
160573,5,1.624304
160574,6,1.622391
160575,7,1.622379
160576,0,1.629896
160577,1,1.629924
160578,2,1.629860
160579,3,1.624359
160580,4,1.624355
160581,5,1.624321
160582,6,1.622427
160583,7,1.622416
160584,0,1.629912
160585,1,1.629876
160586,2,1.629887
160587,3,1.624324
160588,4,1.624382
160589,5,1.624363
160590,6,1.622474
160591,7,1.622398
160592,0,1.629924
160593,1,1.629901
160594,2,1.629907
160595,3,1.624372
160596,4,1.624324
160597,5,1.624297
160598,6,1.622370
160599,7,1.622351
160600,0,1.629909
160601,1,1.629942
160602,2,1.629860
160603,3,1.624368
160604,4,1.624344
160605,5,1.624349
160606,6,1.622403
160607,7,1.622405
160608,0,1.629854
160609,1,1.629876
160610,2,1.629885
160611,3,1.624418
160612,4,1.624417
160613,5,1.624404
160614,6,1.622502
160615,7,1.622419
160616,0,1.629858
160617,1,1.629840
160618,2,1.629906
160619,3,1.624352
