indice,canal,tensao
80000,0,1.629704
80001,1,1.629720
80002,2,1.629623
80003,3,1.624157
80004,4,1.624250
80005,5,1.624131
80006,6,1.622194
80007,7,1.622254
80008,0,1.629727
80009,1,1.629649
80010,2,1.629673
80011,3,1.624142
80012,4,1.624100
80013,5,1.624069
80014,6,1.622188
80015,7,1.622112
80016,0,1.629694
80017,1,1.629705
80018,2,1.629643
80019,3,1.624112
80020,4,1.624119
80021,5,1.624126
80022,6,1.622152
80023,7,1.622213
80024,0,1.629713
80025,1,1.629656
80026,2,1.629676
80027,3,1.624173
80028,4,1.624117
80029,5,1.624143
80030,6,1.622207
80031,7,1.622190
80032,0,1.629674
80033,1,1.629651
80034,2,1.629648
80035,3,1.624122
80036,4,1.624072
80037,5,1.624029
80038,6,1.622193
80039,7,1.622189
80040,0,1.629627
80041,1,1.629720
80042,2,1.629663
80043,3,1.624122
80044,4,1.624175
80045,5,1.624125
80046,6,1.622171
80047,7,1.622157
80048,0,1.629665
80049,1,1.629663
80050,2,1.629644
80051,3,1.624162
80052,4,1.624182
80053,5,1.624105
80054,6,1.622196
80055,7,1.622189
80056,0,1.629660
80057,1,1.629642
80058,2,1.629648
80059,3,1.624098
80060,4,1.624072
80061,5,1.624087
80062,6,1.622184
80063,7,1.622136
80064,0,1.629652
80065,1,1.629685
80066,2,1.629647
80067,3,1.624141
80068,4,1.624142
80069,5,1.624094
80070,6,1.622189
80071,7,1.622186
80072,0,1.629683
80073,1,1.629660
80074,2,1.629714
80075,3,1.624209
80076,4,1.624158
80077,5,1.624115
80078,6,1.622227
80079,7,1.622173
80080,0,1.629633
80081,1,1.629708
80082,2,1.629669
80083,3,1.624095
80084,4,1.624086
80085,5,1.624115
80086,6,1.622174
80087,7,1.622132
80088,0,1.629688
80089,1,1.629679
80090,2,1.629655
80091,3,1.624102
80092,4,1.624159
80093,5,1.624075
80094,6,1.622202
80095,7,1.622178
80096,0,1.629689
80097,1,1.629642
80098,2,1.629701
80099,3,1.624166
80100,4,1.624131
80101,5,1.624148
80102,6,1.622236
80103,7,1.622185
80104,0,1.629667
80105,1,1.629650
80106,2,1.629638
80107,3,1.624110
80108,4,1.624077
80109,5,1.624103
80110,6,1.622191
80111,7,1.622165
80112,0,1.629680
80113,1,1.629633
80114,2,1.629651
80115,3,1.624134
80116,4,1.624129
80117,5,1.624084
80118,6,1.622185
80119,7,1.622198
80120,0,1.629673
80121,1,1.629723
80122,2,1.629727
80123,3,1.624199
80124,4,1.624121
80125,5,1.624147
80126,6,1.622208
80127,7,1.622145
80128,0,1.629655
80129,1,1.629684
80130,2,1.629617
80131,3,1.624060
80132,4,1.624110
80133,5,1.624071
80134,6,1.622180
80135,7,1.622189
80136,0,1.629692
80137,1,1.629665
80138,2,1.629688
80139,3,1.624161
80140,4,1.624113
80141,5,1.624072
80142,6,1.622203
80143,7,1.622173
80144,0,1.629647
80145,1,1.629685
80146,2,1.629733
80147,3,1.624166
80148,4,1.624151
80149,5,1.624141
80150,6,1.622183
80151,7,1.622135
80152,0,1.629673
80153,1,1.629678
80154,2,1.629613
80155,3,1.624075
80156,4,1.624122
80157,5,1.624072
80158,6,1.622186
80159,7,1.622190
80160,0,1.629663
80161,1,1.629675
80162,2,1.629670
80163,3,1.624151
80164,4,1.624142
80165,5,1.624128
80166,6,1.622190
80167,7,1.622152
80168,0,1.629680
80169,1,1.629725
80170,2,1.629685
80171,3,1.624127
80172,4,1.624181
80173,5,1.624144
80174,6,1.622222
80175,7,1.622145
80176,0,1.629674
80177,1,1.629646
80178,2,1.629599
80179,3,1.624093
80180,4,1.624093
80181,5,1.624067
80182,6,1.622168
80183,7,1.622192
80184,0,1.629663
80185,1,1.629673
80186,2,1.629676
80187,3,1.624143
80188,4,1.624109
80189,5,1.624102
80190,6,1.622215
80191,7,1.622143
80192,0,1.629679
80193,1,1.629721
80194,2,1.629680
80195,3,1.624163
80196,4,1.624199
80197,5,1.624105
80198,6,1.622183
80199,7,1.622198
80200,0,1.629674
80201,1,1.629634
80202,2,1.629598
80203,3,1.624127
80204,4,1.624107
80205,5,1.624105
80206,6,1.622202
80207,7,1.622155
80208,0,1.629674
80209,1,1.629705
80210,2,1.629704
80211,3,1.624119
80212,4,1.624131
80213,5,1.624137
80214,6,1.622196
80215,7,1.622175
80216,0,1.629701
80217,1,1.629664
80218,2,1.629673
80219,3,1.624151
80220,4,1.624164
80221,5,1.624057
80222,6,1.622180
80223,7,1.622161
80224,0,1.629679
80225,1,1.629661
80226,2,1.629626
80227,3,1.624144
80228,4,1.624085
80229,5,1.624095
80230,6,1.622217
80231,7,1.622185
80232,0,1.629632
80233,1,1.629684
80234,2,1.629676
80235,3,1.624125
80236,4,1.624110
80237,5,1.624134
80238,6,1.622209
80239,7,1.622202
80240,0,1.629709
80241,1,1.629757
80242,2,1.629671
80243,3,1.624225
80244,4,1.624136
80245,5,1.624139
80246,6,1.622179
80247,7,1.622222
80248,0,1.629646
80249,1,1.629632
80250,2,1.629616
80251,3,1.624135
80252,4,1.624045
80253,5,1.624140
80254,6,1.622206
80255,7,1.622139
80256,0,1.629712
80257,1,1.629720
80258,2,1.629669
80259,3,1.624124
80260,4,1.624134
80261,5,1.624116
80262,6,1.622180
80263,7,1.622207
80264,0,1.629698
80265,1,1.629699
80266,2,1.629689
80267,3,1.624200
80268,4,1.624136
80269,5,1.624121
80270,6,1.622210
80271,7,1.622154
80272,0,1.629601
80273,1,1.629632
80274,2,1.629636
80275,3,1.624098
80276,4,1.624130
80277,5,1.624115
80278,6,1.622216
80279,7,1.622159
80280,0,1.629680
80281,1,1.629701
80282,2,1.629622
80283,3,1.624168
80284,4,1.624150
80285,5,1.624140
80286,6,1.622192
80287,7,1.622215
80288,0,1.629700
80289,1,1.629699
80290,2,1.629698
80291,3,1.624168
80292,4,1.624122
80293,5,1.624098
80294,6,1.622182
80295,7,1.622126
80296,0,1.629633
80297,1,1.629660
80298,2,1.629612
80299,3,1.624115
80300,4,1.624134
80301,5,1.624120
80302,6,1.622171
80303,7,1.622169
80304,0,1.629650
80305,1,1.629670
80306,2,1.629661
80307,3,1.624130
80308,4,1.624160
80309,5,1.624092
80310,6,1.622232
80311,7,1.622193
80312,0,1.629696
80313,1,1.629704
80314,2,1.629725
80315,3,1.624136
80316,4,1.624116
80317,5,1.624095
80318,6,1.622162
80319,7,1.622172
80320,0,1.629649
80321,1,1.629674
80322,2,1.629613
80323,3,1.624095
80324,4,1.624132
80325,5,1.624123
80326,6,1.622136
80327,7,1.622163
80328,0,1.629695
80329,1,1.629655
80330,2,1.629656
80331,3,1.624142
80332,4,1.624101
80333,5,1.624083
80334,6,1.622232
80335,7,1.622166
80336,0,1.629686
80337,1,1.629716
80338,2,1.629704
80339,3,1.624129
80340,4,1.624108
80341,5,1.624119
80342,6,1.622180
80343,7,1.622157
80344,0,1.629607
80345,1,1.629663
80346,2,1.629643
80347,3,1.624135
80348,4,1.624102
80349,5,1.624131
80350,6,1.622205
80351,7,1.622204
80352,0,1.629652
80353,1,1.629688
80354,2,1.629665
80355,3,1.624157
80356,4,1.624126
80357,5,1.624105
80358,6,1.622274
80359,7,1.622191
80360,0,1.629649
80361,1,1.629755
80362,2,1.629696
80363,3,1.624160
80364,4,1.624138
80365,5,1.624152
80366,6,1.622186
80367,7,1.622159
80368,0,1.629669
80369,1,1.629641
80370,2,1.629618
80371,3,1.624181
80372,4,1.624113
80373,5,1.624094
80374,6,1.622233
80375,7,1.622182
80376,0,1.629664
80377,1,1.629665
80378,2,1.629689
80379,3,1.624150
80380,4,1.624116
80381,5,1.624121
80382,6,1.622257
80383,7,1.622204
80384,0,1.629728
80385,1,1.629722
80386,2,1.629676
80387,3,1.624123
80388,4,1.624111
80389,5,1.624091
80390,6,1.622154
80391,7,1.622190
80392,0,1.629636
80393,1,1.629641
80394,2,1.629673
80395,3,1.624175
80396,4,1.624130
80397,5,1.624072
80398,6,1.622231
80399,7,1.622170
80400,0,1.629696
80401,1,1.629688
80402,2,1.629671
80403,3,1.624177
80404,4,1.624141
80405,5,1.624181
80406,6,1.622232
80407,7,1.622214
80408,0,1.629700
80409,1,1.629741
80410,2,1.629671
80411,3,1.624136
80412,4,1.624141
80413,5,1.624092
80414,6,1.622174
80415,7,1.622166
80416,0,1.629665
80417,1,1.629679
80418,2,1.629682
80419,3,1.624158
80420,4,1.624139
80421,5,1.624104
80422,6,1.622233
80423,7,1.622172
80424,0,1.629656
80425,1,1.629714
80426,2,1.629686
80427,3,1.624128
80428,4,1.624119
80429,5,1.624174
80430,6,1.622223
80431,7,1.622188
80432,0,1.629710
80433,1,1.629722
80434,2,1.629657
80435,3,1.624155
80436,4,1.624155
80437,5,1.624096
80438,6,1.622176
80439,7,1.622149
80440,0,1.629621
80441,1,1.629646
80442,2,1.629685
80443,3,1.624163
80444,4,1.624103
80445,5,1.624162
80446,6,1.622242
80447,7,1.622165
80448,0,1.629703
80449,1,1.629718
80450,2,1.629694
80451,3,1.624120
80452,4,1.624134
80453,5,1.624128
80454,6,1.622209
80455,7,1.622226
80456,0,1.629736
80457,1,1.629677
80458,2,1.629683
80459,3,1.624150
80460,4,1.624147
80461,5,1.624110
80462,6,1.622177
80463,7,1.622159
80464,0,1.629623
80465,1,1.629663
80466,2,1.629694
80467,3,1.624131
80468,4,1.624113
80469,5,1.624110
80470,6,1.622178
80471,7,1.622159
80472,0,1.629677
80473,1,1.629708
80474,2,1.629622
80475,3,1.624144
80476,4,1.624159
80477,5,1.624095
80478,6,1.622248
80479,7,1.622239
80480,0,1.629723
