indice,canal,tensao
0,0,1.650643
1,1,1.650819
2,2,1.650753
3,3,1.641650
4,4,1.641349
5,5,1.641660
6,6,1.628243
7,7,1.628715
8,0,1.650681
9,1,1.650989
10,2,1.650550
11,3,1.641593
12,4,1.641334
13,5,1.641558
14,6,1.628284
15,7,1.628661
16,0,1.650441
17,1,1.650880
18,2,1.650826
19,3,1.641381
20,4,1.641528
21,5,1.641160
22,6,1.628667
23,7,1.628226
24,0,1.651081
25,1,1.650957
26,2,1.650567
27,3,1.641723
28,4,1.641267
29,5,1.641785
30,6,1.628536
31,7,1.628643
32,0,1.650496
33,1,1.650866
34,2,1.650909
35,3,1.641113
36,4,1.641509
37,5,1.641347
38,6,1.628718
39,7,1.628318
40,0,1.651083
41,1,1.650970
42,2,1.650645
43,3,1.641096
44,4,1.641635
45,5,1.641203
46,6,1.628490
47,7,1.627974
48,0,1.650766
49,1,1.650619
50,2,1.650708
51,3,1.641400
52,4,1.641439
53,5,1.641644
54,6,1.628270
55,7,1.628495
56,0,1.650840
57,1,1.650606
58,2,1.650959
59,3,1.641384
60,4,1.641768
61,5,1.641254
62,6,1.628519
63,7,1.628314
64,0,1.650967
65,1,1.650603
66,2,1.650716
67,3,1.641388
68,4,1.641685
69,5,1.641356
70,6,1.628587
71,7,1.628188
72,0,1.651005
73,1,1.650486
74,2,1.650375
75,3,1.641501
76,4,1.641321
77,5,1.641654
78,6,1.628397
79,7,1.628566
80,0,1.650617
81,1,1.651328
82,2,1.650450
83,3,1.641138
84,4,1.641588
85,5,1.641107
86,6,1.628535
87,7,1.628470
88,0,1.650400
89,1,1.650752
90,2,1.650556
91,3,1.641542
92,4,1.641580
93,5,1.641458
94,6,1.628152
95,7,1.628514
96,0,1.650746
97,1,1.650616
98,2,1.650957
99,3,1.641276
100,4,1.641591
101,5,1.641302
102,6,1.628499
103,7,1.628429
104,0,1.650926
105,1,1.650867
106,2,1.650648
107,3,1.641610
108,4,1.641353
109,5,1.641345
110,6,1.628551
111,7,1.628497
112,0,1.650666
113,1,1.651122
114,2,1.650520
115,3,1.641712
116,4,1.641279
117,5,1.641682
118,6,1.628344
119,7,1.628450
120,0,1.651007
121,1,1.651126
122,2,1.650223
123,3,1.641343
124,4,1.641340
125,5,1.641383
126,6,1.628430
127,7,1.628136
128,0,1.650762
129,1,1.651278
130,2,1.650493
131,3,1.641538
132,4,1.641264
133,5,1.641646
134,6,1.628214
135,7,1.628712
136,0,1.650488
137,1,1.650947
138,2,1.650649
139,3,1.641676
140,4,1.641688
141,5,1.641204
142,6,1.628632
143,7,1.628191
144,0,1.650889
145,1,1.650611
146,2,1.650690
147,3,1.641501
148,4,1.641298
149,5,1.641607
150,6,1.628311
151,7,1.628791
152,0,1.650668
153,1,1.650874
154,2,1.651071
155,3,1.641319
156,4,1.641668
157,5,1.641284
158,6,1.628513
159,7,1.628457
160,0,1.650597
161,1,1.651368
162,2,1.650302
163,3,1.641448
164,4,1.641219
165,5,1.641498
166,6,1.628495
167,7,1.628135
168,0,1.650664
169,1,1.650512
170,2,1.650841
171,3,1.641216
172,4,1.641788
173,5,1.641281
174,6,1.628594
175,7,1.628701
176,0,1.650613
177,1,1.651120
178,2,1.650640
179,3,1.641386
180,4,1.641560
181,5,1.641257
182,6,1.628472
183,7,1.628429
184,0,1.650697
185,1,1.650806
186,2,1.650535
187,3,1.641741
188,4,1.641438
189,5,1.641466
190,6,1.628498
191,7,1.628283
192,0,1.650845
193,1,1.650802
194,2,1.650479
195,3,1.641532
196,4,1.641631
197,5,1.641433
198,6,1.628366
199,7,1.628662
200,0,1.650812
201,1,1.651020
202,2,1.650584
203,3,1.641022
204,4,1.641601
205,5,1.641141
206,6,1.628458
207,7,1.628398
208,0,1.650566
209,1,1.650597
210,2,1.650863
211,3,1.641252
212,4,1.641316
213,5,1.641527
214,6,1.628227
215,7,1.628514
216,0,1.650927
217,1,1.650486
218,2,1.650866
219,3,1.641538
220,4,1.641501
221,5,1.641488
222,6,1.628334
223,7,1.628571
224,0,1.650727
225,1,1.650659
226,2,1.650957
227,3,1.641208
228,4,1.641520
229,5,1.641728
230,6,1.628500
231,7,1.628325
232,0,1.650793
233,1,1.650712
234,2,1.650971
235,3,1.641259
236,4,1.641757
237,5,1.641414
238,6,1.628357
239,7,1.628352
240,0,1.651067
241,1,1.650957
242,2,1.650513
243,3,1.641231
244,4,1.641232
245,5,1.641513
246,6,1.628245
247,7,1.628116
248,0,1.650732
249,1,1.650695
250,2,1.650519
251,3,1.641359
252,4,1.641668
253,5,1.641169
254,6,1.628463
255,7,1.628463
256,0,1.650699
257,1,1.650847
258,2,1.650586
259,3,1.641338
260,4,1.641601
261,5,1.641412
262,6,1.628318
263,7,1.628334
264,0,1.650824
265,1,1.650825
266,2,1.650594
267,3,1.641670
268,4,1.641254
269,5,1.641515
270,6,1.628266
271,7,1.628693
272,0,1.650574
273,1,1.650954
274,2,1.650582
275,3,1.641749
276,4,1.641245
277,5,1.641620
278,6,1.628251
279,7,1.628711
280,0,1.650575
281,1,1.651378
282,2,1.650317
283,3,1.641328
284,4,1.641293
285,5,1.641364
286,6,1.628489
287,7,1.628029
288,0,1.650870
289,1,1.650509
290,2,1.650808
291,3,1.641250
292,4,1.641799
293,5,1.641219
