indice,canal,tensao
0,0,1.651257
1,1,1.651558
2,2,1.651784
3,3,1.642029
4,4,1.642130
5,5,1.642436
6,6,1.628017
7,7,1.628193
8,0,1.651629
9,1,1.651210
10,2,1.651484
11,3,1.642189
12,4,1.642001
13,5,1.642267
14,6,1.627802
15,7,1.628227
16,0,1.651599
17,1,1.651146
18,2,1.651295
19,3,1.642262
20,4,1.642351
21,5,1.641896
22,6,1.628212
23,7,1.628258
24,0,1.651197
25,1,1.651457
26,2,1.651579
27,3,1.641860
28,4,1.642249
29,5,1.641985
30,6,1.628138
31,7,1.628130
32,0,1.651490
33,1,1.651059
34,2,1.651399
35,3,1.642195
36,4,1.641705
37,5,1.641896
38,6,1.628368
39,7,1.628256
40,0,1.651326
41,1,1.651627
42,2,1.650999
43,3,1.642013
44,4,1.642061
45,5,1.641536
46,6,1.627914
47,7,1.628489
48,0,1.650977
49,1,1.651245
50,2,1.651377
51,3,1.641852
52,4,1.642281
53,5,1.642325
54,6,1.628110
55,7,1.628073
56,0,1.651627
57,1,1.651278
58,2,1.651195
59,3,1.642149
60,4,1.641903
61,5,1.642396
62,6,1.628032
63,7,1.627912
64,0,1.651624
65,1,1.651059
66,2,1.651455
67,3,1.642166
68,4,1.641820
69,5,1.642078
70,6,1.628381
71,7,1.628560
72,0,1.651215
73,1,1.651576
74,2,1.651571
75,3,1.641881
76,4,1.642088
77,5,1.642282
78,6,1.627911
79,7,1.627783
80,0,1.651257
81,1,1.652025
82,2,1.650846
83,3,1.641816
84,4,1.642092
85,5,1.641642
86,6,1.628303
87,7,1.628353
88,0,1.650974
89,1,1.651345
90,2,1.651184
91,3,1.641889
92,4,1.642165
93,5,1.642157
94,6,1.627987
95,7,1.628244
96,0,1.651039
97,1,1.651316
98,2,1.651590
99,3,1.641933
100,4,1.642321
101,5,1.642153
102,6,1.628020
103,7,1.628445
104,0,1.651389
105,1,1.651031
106,2,1.651689
107,3,1.642023
108,4,1.641774
109,5,1.642359
110,6,1.627973
111,7,1.628282
112,0,1.651295
113,1,1.651286
114,2,1.651509
115,3,1.642017
116,4,1.642231
117,5,1.642045
118,6,1.628016
119,7,1.628293
120,0,1.651259
121,1,1.651613
122,2,1.651239
123,3,1.641718
124,4,1.642172
125,5,1.641639
126,6,1.628147
127,7,1.628371
128,0,1.651235
129,1,1.651163
130,2,1.651406
131,3,1.641815
132,4,1.642010
133,5,1.642323
134,6,1.628285
