indice,canal,tensao
0,0,1.629585
1,1,1.629826
2,2,1.629595
3,3,1.629663
4,4,1.629739
5,5,1.629627
6,6,1.629601
7,7,1.629659
8,0,1.629716
9,1,1.629735
10,2,1.629711
11,3,1.629758
12,4,1.629701
13,5,1.629701
14,6,1.629730
15,7,1.629592
16,0,1.629617
17,1,1.629812
18,2,1.629747
19,3,1.629673
20,4,1.629684
21,5,1.629753
22,6,1.629620
23,7,1.629662
24,0,1.629739
25,1,1.629661
26,2,1.629726
27,3,1.629718
28,4,1.629733
29,5,1.629633
30,6,1.629691
31,7,1.629632
32,0,1.629741
33,1,1.629681
34,2,1.629779
35,3,1.629748
36,4,1.629655
37,5,1.629778
38,6,1.629767
39,7,1.629654
40,0,1.629695
41,1,1.629847
42,2,1.629633
43,3,1.629640
44,4,1.629696
45,5,1.629800
46,6,1.629627
47,7,1.629667
48,0,1.629797
49,1,1.629689
50,2,1.629714
51,3,1.629734
52,4,1.629652
53,5,1.629626
54,6,1.629685
55,7,1.629716
56,0,1.629696
57,1,1.629747
58,2,1.629797
59,3,1.629648
60,4,1.629629
61,5,1.629751
62,6,1.629673
63,7,1.629579
64,0,1.629778
65,1,1.629808
66,2,1.629607
67,3,1.629663
68,4,1.629668
69,5,1.629732
70,6,1.629667
71,7,1.629714
72,0,1.629756
73,1,1.629709
74,2,1.629758
75,3,1.629741
76,4,1.629671
77,5,1.629677
78,6,1.629711
79,7,1.629649
80,0,1.629601
81,1,1.629893
82,2,1.629795
83,3,1.629710
84,4,1.629732
85,5,1.629891
86,6,1.629639
87,7,1.629607
88,0,1.629798
89,1,1.629716
90,2,1.629631
91,3,1.629723
92,4,1.629764
93,5,1.629648
94,6,1.629686
95,7,1.629676
96,0,1.629721
97,1,1.629691
98,2,1.629708
99,3,1.629725
100,4,1.629691
101,5,1.629713
102,6,1.629722
103,7,1.629629
104,0,1.629644
105,1,1.629792
106,2,1.629711
107,3,1.629696
108,4,1.629722
109,5,1.629780
110,6,1.629648
111,7,1.629629
112,0,1.629786
113,1,1.629668
114,2,1.629619
115,3,1.629748
116,4,1.629690
117,5,1.629654
118,6,1.629687
119,7,1.629693
120,0,1.629707
121,1,1.629841
122,2,1.629744
123,3,1.629772
124,4,1.629694
125,5,1.629834
126,6,1.629701
127,7,1.629517
128,0,1.629730
129,1,1.629870
130,2,1.629640
131,3,1.629744
132,4,1.629764
133,5,1.629679
134,6,1.629656
135,7,1.629613
136,0,1.629750
137,1,1.629672
138,2,1.629736
139,3,1.629695
140,4,1.629658
141,5,1.629641
142,6,1.629723
143,7,1.629655
144,0,1.629670
145,1,1.629755
146,2,1.629768
147,3,1.629644
148,4,1.629717
149,5,1.629701
150,6,1.629683
151,7,1.629661
152,0,1.629744
153,1,1.629738
154,2,1.629675
155,3,1.629758
156,4,1.629738
157,5,1.629661
158,6,1.629694
159,7,1.629716
160,0,1.629628
161,1,1.629758
162,2,1.629700
163,3,1.629760
164,4,1.629666
165,5,1.629820
166,6,1.629743
167,7,1.629605
168,0,1.629680
169,1,1.629775
170,2,1.629704
171,3,1.629664
172,4,1.629738
173,5,1.629761
174,6,1.629624
175,7,1.629680
176,0,1.629817
177,1,1.629669
178,2,1.629730
179,3,1.629763
180,4,1.629698
181,5,1.629666
182,6,1.629710
183,7,1.629676
184,0,1.629658
185,1,1.629735
186,2,1.629733
187,3,1.629701
188,4,1.629569
189,5,1.629755
190,6,1.629670
191,7,1.629620
192,0,1.629772
193,1,1.629803
194,2,1.629649
195,3,1.629686
196,4,1.629729
197,5,1.629735
198,6,1.629617
199,7,1.629720
200,0,1.629806
201,1,1.629794
202,2,1.629708
203,3,1.629853
204,4,1.629683
205,5,1.629722
206,6,1.629722
207,7,1.629621
208,0,1.629654
209,1,1.629767
210,2,1.629810
211,3,1.629628
212,4,1.629692
213,5,1.629684
214,6,1.629642
215,7,1.629596
216,0,1.629696
217,1,1.629752
218,2,1.629686
219,3,1.629743
220,4,1.629749
221,5,1.629686
222,6,1.629629
223,7,1.629714
224,0,1.629750
225,1,1.629659
226,2,1.629751
227,3,1.629772
228,4,1.629581
229,5,1.629674
230,6,1.629669
231,7,1.629605
232,0,1.629603
233,1,1.629678
234,2,1.629676
235,3,1.629627
236,4,1.629680
237,5,1.629694
238,6,1.629636
239,7,1.629694
240,0,1.629808
241,1,1.629815
242,2,1.629701
243,3,1.629821
244,4,1.629755
245,5,1.629729
246,6,1.629661
247,7,1.629647
248,0,1.629634
249,1,1.629716
250,2,1.629715
251,3,1.629710
252,4,1.629595
253,5,1.629748
254,6,1.629717
255,7,1.629494
256,0,1.629704
257,1,1.629756
258,2,1.629654
259,3,1.629661
260,4,1.629667
261,5,1.629663
262,6,1.629642
263,7,1.629642
264,0,1.629772
265,1,1.629670
266,2,1.629717
267,3,1.629755
268,4,1.629640
269,5,1.629639
270,6,1.629735
271,7,1.629673
272,0,1.629589
273,1,1.629707
274,2,1.629794
275,3,1.629669
276,4,1.629670
277,5,1.629708
278,6,1.629625
279,7,1.629514
280,0,1.629716
281,1,1.629751
282,2,1.629627
283,3,1.629723
284,4,1.629793
285,5,1.629686
286,6,1.629664
287,7,1.629707
288,0,1.629726
289,1,1.629706
290,2,1.629761
291,3,1.629727
292,4,1.629618
293,5,1.629696
294,6,1.629779
295,7,1.629574
296,0,1.629651
297,1,1.629796
298,2,1.629668
299,3,1.629690
300,4,1.629694
301,5,1.629635
302,6,1.629587
303,7,1.629701
304,0,1.629783
305,1,1.629707
306,2,1.629713
307,3,1.629778
308,4,1.629776
309,5,1.629663
310,6,1.629721
311,7,1.629704
312,0,1.629646
313,1,1.629628
314,2,1.629781
315,3,1.629699
316,4,1.629631
317,5,1.629754
318,6,1.629685
319,7,1.629626
320,0,1.629743
321,1,1.629959
322,2,1.629610
323,3,1.629758
324,4,1.629831
325,5,1.629674
326,6,1.629589
327,7,1.629586
328,0,1.629721
329,1,1.629623
330,2,1.629751
331,3,1.629721
332,4,1.629647
333,5,1.629665
334,6,1.629724
335,7,1.629674
336,0,1.629667
337,1,1.629713
338,2,1.629760
339,3,1.629699
340,4,1.629626
341,5,1.629736
342,6,1.629722
343,7,1.629630
344,0,1.629760
345,1,1.629767
346,2,1.629668
347,3,1.629742
348,4,1.629767
349,5,1.629632
350,6,1.629615
351,7,1.629686
352,0,1.629715
353,1,1.629660
354,2,1.629779
355,3,1.629792
356,4,1.629647
357,5,1.629688
358,6,1.629696
359,7,1.629585
360,0,1.629602
361,1,1.629874
362,2,1.629663
363,3,1.629665
364,4,1.629716
365,5,1.629884
366,6,1.629692
367,7,1.629660
368,0,1.629823
369,1,1.629727
370,2,1.629691
371,3,1.629759
372,4,1.629696
373,5,1.629639
374,6,1.629756
375,7,1.629679
376,0,1.629682
377,1,1.629699
378,2,1.629716
379,3,1.629696
380,4,1.629615
381,5,1.629653
382,6,1.629764
383,7,1.629592
384,0,1.629733
385,1,1.629837
386,2,1.629678
387,3,1.629605
388,4,1.629767
389,5,1.629723
390,6,1.629677
391,7,1.629690
392,0,1.629762
393,1,1.629683
394,2,1.629701
395,3,1.629783
396,4,1.629698
397,5,1.629699
398,6,1.629694
399,7,1.629654
400,0,1.629611
401,1,1.629820
402,2,1.629770
403,3,1.629776
404,4,1.629710
405,5,1.629857
406,6,1.629652
407,7,1.629541
408,0,1.629769
409,1,1.629735
410,2,1.629615
411,3,1.629692
412,4,1.629807
413,5,1.629632
414,6,1.629626
415,7,1.629664
416,0,1.629773
417,1,1.629694
418,2,1.629768
419,3,1.629753
420,4,1.629640
421,5,1.629670
422,6,1.629735
423,7,1.629661
424,0,1.629606
425,1,1.629721
426,2,1.629744
427,3,1.629663
428,4,1.629755
429,5,1.629728
430,6,1.629703
431,7,1.629671
432,0,1.629826
433,1,1.629733
434,2,1.629677
435,3,1.629664
436,4,1.629769
437,5,1.629587
438,6,1.629755
439,7,1.629695
440,0,1.629689
441,1,1.629874
442,2,1.629767
443,3,1.629771
444,4,1.629658
445,5,1.629824
446,6,1.629668
447,7,1.629542
448,0,1.629818
449,1,1.629815
450,2,1.629657
451,3,1.629640
452,4,1.629708
453,5,1.629653
454,6,1.629662
455,7,1.629678
456,0,1.629723
457,1,1.629701
458,2,1.629713
459,3,1.629770
460,4,1.629753
461,5,1.629679
462,6,1.629789
463,7,1.629783
464,0,1.629704
465,1,1.629738
466,2,1.629837
467,3,1.629688
468,4,1.629661
469,5,1.629716
470,6,1.629694
471,7,1.629557
472,0,1.629751
473,1,1.629766
474,2,1.629683
475,3,1.629742
476,4,1.629747
477,5,1.629676
478,6,1.629624
479,7,1.629716
480,0,1.629708
481,1,1.629788
482,2,1.629674
483,3,1.629813
484,4,1.629734
485,5,1.629841
486,6,1.629763
487,7,1.629699
488,0,1.629695
489,1,1.629728
490,2,1.629804
491,3,1.629679
492,4,1.629756
493,5,1.629770
494,6,1.629634
495,7,1.629652
496,0,1.629788
497,1,1.629738
498,2,1.629628
499,3,1.629803
500,4,1.629763
501,5,1.629729
502,6,1.629699
503,7,1.629745
504,0,1.629667
505,1,1.629664
506,2,1.629669
507,3,1.629706
508,4,1.629645
509,5,1.629667
510,6,1.629745
511,7,1.629637
512,0,1.629716
513,1,1.629840
514,2,1.629661
515,3,1.629668
516,4,1.629671
517,5,1.629706
518,6,1.629567
519,7,1.629688
520,0,1.629705
521,1,1.629801
522,2,1.629604
523,3,1.629839
524,4,1.629679
525,5,1.629749
526,6,1.629776
527,7,1.629646
528,0,1.629692
529,1,1.629697
530,2,1.629815
531,3,1.629660
532,4,1.629646
533,5,1.629716
534,6,1.629709
535,7,1.629525
536,0,1.629704
537,1,1.629727
538,2,1.629676
539,3,1.629677
540,4,1.629731
541,5,1.629670
542,6,1.629550
543,7,1.629670
544,0,1.629709
545,1,1.629654
546,2,1.629768
547,3,1.629736
548,4,1.629757
549,5,1.629707
550,6,1.629716
551,7,1.629571
552,0,1.629633
553,1,1.629691
554,2,1.629781
555,3,1.629630
556,4,1.629743
557,5,1.629809
558,6,1.629590
559,7,1.629620
560,0,1.629778
561,1,1.629812
562,2,1.629598
563,3,1.629828
564,4,1.629759
565,5,1.629684
566,6,1.629629
567,7,1.629671
568,0,1.629673
569,1,1.629639
570,2,1.629716
571,3,1.629686
572,4,1.629712
573,5,1.629726
574,6,1.629733
575,7,1.629635
576,0,1.629739
577,1,1.629829
578,2,1.629707
579,3,1.629617
580,4,1.629761
581,5,1.629754
582,6,1.629611
583,7,1.629743
584,0,1.629795
585,1,1.629747
586,2,1.629641
587,3,1.629722
588,4,1.629647
589,5,1.629618
590,6,1.629620
591,7,1.629658
592,0,1.629623
593,1,1.629658
594,2,1.629788
595,3,1.629623
596,4,1.629668
597,5,1.629761
598,6,1.629656
599,7,1.629545
600,0,1.629763
601,1,1.629889
602,2,1.629727
603,3,1.629744
604,4,1.629719
605,5,1.629751
606,6,1.629692
607,7,1.629698
608,0,1.629824
609,1,1.629640
610,2,1.629739
611,3,1.629720
612,4,1.629655
613,5,1.629614
614,6,1.629717
615,7,1.629658
616,0,1.629645
617,1,1.629748
618,2,1.629774
619,3,1.629679
620,4,1.629725
621,5,1.629765
622,6,1.629720
623,7,1.629554
624,0,1.629766
625,1,1.629693
626,2,1.629654
627,3,1.629710
628,4,1.629826
629,5,1.629613
630,6,1.629776
631,7,1.629738
632,0,1.629753
633,1,1.629650
634,2,1.629763
635,3,1.629723
636,4,1.629634
637,5,1.629733
638,6,1.629754
639,7,1.629636
