indice,canal,tensao
80000,0,1.629717
80001,1,1.629818
80002,2,1.629787
80003,3,1.624203
80004,4,1.624203
80005,5,1.623926
80006,6,1.622220
80007,7,1.622297
80008,0,1.629764
80009,1,1.629739
80010,2,1.629689
80011,3,1.624114
80012,4,1.624114
80013,5,1.623845
80014,6,1.622161
80015,7,1.622242
80016,0,1.629711
80017,1,1.629692
80018,2,1.629604
80019,3,1.624056
80020,4,1.624054
80021,5,1.623883
80022,6,1.622208
80023,7,1.622187
80024,0,1.629739
80025,1,1.629753
80026,2,1.629689
80027,3,1.624104
80028,4,1.624170
80029,5,1.623932
80030,6,1.622171
80031,7,1.622242
80032,0,1.629795
80033,1,1.629682
80034,2,1.629732
80035,3,1.624253
80036,4,1.624122
80037,5,1.623945
80038,6,1.622241
80039,7,1.622183
80040,0,1.629643
80041,1,1.630050
80042,2,1.629561
80043,3,1.624088
80044,4,1.624071
80045,5,1.623905
80046,6,1.622056
80047,7,1.622140
80048,0,1.629747
80049,1,1.629721
80050,2,1.629549
80051,3,1.624022
80052,4,1.624150
80053,5,1.623940
80054,6,1.622344
80055,7,1.622108
80056,0,1.629760
80057,1,1.629804
80058,2,1.629749
80059,3,1.624109
80060,4,1.624132
80061,5,1.623908
80062,6,1.622140
80063,7,1.622139
80064,0,1.629657
80065,1,1.629741
80066,2,1.629639
80067,3,1.624082
80068,4,1.624063
80069,5,1.623845
80070,6,1.622241
80071,7,1.622238
80072,0,1.629720
80073,1,1.629667
80074,2,1.629743
80075,3,1.624132
80076,4,1.624155
80077,5,1.623955
80078,6,1.622267
80079,7,1.622105
80080,0,1.629796
80081,1,1.630058
80082,2,1.629518
80083,3,1.624084
80084,4,1.623983
80085,5,1.623895
80086,6,1.622143
80087,7,1.622114
80088,0,1.629746
80089,1,1.629714
80090,2,1.629646
80091,3,1.624066
80092,4,1.624022
80093,5,1.623827
80094,6,1.622204
80095,7,1.622251
80096,0,1.629759
80097,1,1.629806
80098,2,1.629751
80099,3,1.624196
80100,4,1.624133
80101,5,1.623960
80102,6,1.622182
80103,7,1.622249
80104,0,1.629764
80105,1,1.629742
80106,2,1.629783
80107,3,1.624164
80108,4,1.624168
80109,5,1.623881
80110,6,1.622169
80111,7,1.622086
80112,0,1.629722
80113,1,1.629644
80114,2,1.629760
80115,3,1.624054
80116,4,1.624054
80117,5,1.623831
80118,6,1.622167
80119,7,1.622157
80120,0,1.629673
