indice,canal,tensao
80000,0,1.630002
80001,1,1.629777
80002,2,1.630125
80003,3,1.624276
80004,4,1.624587
80005,5,1.624308
80006,6,1.622657
80007,7,1.622477
80008,0,1.629982
80009,1,1.630043
80010,2,1.630139
80011,3,1.624454
80012,4,1.624416
80013,5,1.624364
80014,6,1.622449
80015,7,1.622768
80016,0,1.629856
80017,1,1.629999
80018,2,1.630176
80019,3,1.624176
80020,4,1.624601
80021,5,1.624391
80022,6,1.622616
80023,7,1.622428
80024,0,1.630037
80025,1,1.629910
80026,2,1.630000
80027,3,1.624328
80028,4,1.624425
80029,5,1.624221
80030,6,1.622655
80031,7,1.622223
80032,0,1.630040
80033,1,1.630015
80034,2,1.629656
80035,3,1.624077
80036,4,1.624217
80037,5,1.624476
80038,6,1.622310
80039,7,1.622711
80040,0,1.629950
80041,1,1.630482
80042,2,1.629534
80043,3,1.624239
80044,4,1.624504
80045,5,1.624137
80046,6,1.622472
80047,7,1.622660
80048,0,1.629748
80049,1,1.630071
80050,2,1.629756
80051,3,1.624492
80052,4,1.624119
80053,5,1.624514
80054,6,1.622635
80055,7,1.622211
80056,0,1.630223
80057,1,1.629825
80058,2,1.630143
80059,3,1.624197
80060,4,1.624612
80061,5,1.624207
80062,6,1.622618
80063,7,1.622401
80064,0,1.630308
80065,1,1.629891
80066,2,1.629756
80067,3,1.624543
80068,4,1.624154
80069,5,1.624414
80070,6,1.622645
80071,7,1.622261
80072,0,1.630204
80073,1,1.629851
80074,2,1.630113
80075,3,1.624274
80076,4,1.624570
80077,5,1.624331
80078,6,1.622498
80079,7,1.622551
80080,0,1.629941
80081,1,1.630598
80082,2,1.629639
80083,3,1.624328
80084,4,1.624140
80085,5,1.624370
80086,6,1.622326
80087,7,1.622762
80088,0,1.629667
80089,1,1.630051
80090,2,1.629903
80091,3,1.624394
80092,4,1.624098
80093,5,1.624604
80094,6,1.622405
80095,7,1.622244
80096,0,1.630149
80097,1,1.629992
80098,2,1.629824
80099,3,1.624457
80100,4,1.624392
80101,5,1.624277
80102,6,1.622559
80103,7,1.622227
80104,0,1.630185
80105,1,1.629771
80106,2,1.630169
80107,3,1.624441
80108,4,1.624311
80109,5,1.624223
80110,6,1.622327
80111,7,1.622484
80112,0,1.630157
80113,1,1.629929
80114,2,1.629921
80115,3,1.624561
80116,4,1.624132
80117,5,1.624367
80118,6,1.622400
80119,7,1.622476
80120,0,1.629881
80121,1,1.630214
80122,2,1.629802
80123,3,1.624182
80124,4,1.624158
80125,5,1.624225
80126,6,1.622196
80127,7,1.622686
80128,0,1.629683
80129,1,1.629757
80130,2,1.630074
80131,3,1.624206
80132,4,1.624590
80133,5,1.624171
80134,6,1.622599
80135,7,1.622316
80136,0,1.630056
80137,1,1.630151
80138,2,1.629897
80139,3,1.624546
80140,4,1.624390
80141,5,1.624358
80142,6,1.622654
80143,7,1.622371
80144,0,1.630157
80145,1,1.629956
80146,2,1.630195
80147,3,1.624445
80148,4,1.624311
80149,5,1.624416
80150,6,1.622564
80151,7,1.622363
80152,0,1.630011
80153,1,1.629909
80154,2,1.630024
80155,3,1.624576
80156,4,1.624316
80157,5,1.624199
80158,6,1.622581
80159,7,1.622245
80160,0,1.630070
80161,1,1.630385
